2018to19	Spring	WRITING	39	33266	N1	CRIT READING &amp; RHET	SEM	ALLEN E.	10	3	0	0	0	5	1
2018to19	Spring	WRITING	39	33263	K1	CRIT READING &amp; RHET	SEM	ALLEN E.	11	7	0	0	0	2	0
2018to19	Spring	WRITING	39	33262	J1	CRIT READING &amp; RHET	SEM	ALLEN E.	12	6	1	0	2	1	0
2018to19	Spring	WRITING	39	33261	I1	CRIT READING &amp; RHET	SEM	ALLEN E.	4	13	3	0	0	0	0
2018to19	Spring	WRITING	39	33260	H1	CRIT READING &amp; RHET	SEM	ALLEN E.	9	6	2	0	1	5	0
2018to19	Spring	WRITING	39	33259	G1	CRIT READING &amp; RHET	SEM	ALLEN E.	9	8	1	0	0	2	2
2018to19	Spring	WRITING	39	33258	F1	CRIT READING &amp; RHET	SEM	ALLEN E.	8	8	0	0	0	7	0
2018to19	Spring	WRITING	39	33255	C1	CRIT READING &amp; RHET	SEM	ALLEN E.	4	14	3	0	1	0	0
2018to19	Spring	WRITING	39	33254	B1	CRIT READING &amp; RHET	SEM	ALLEN E.	7	5	2	0	1	4	2
2018to19	Spring	WRITING	39	33253	A1	CRIT READING &amp; RHET	SEM	SEWARD S.	10	9	0	0	1	3	0
2018to19	Spring	WRITING	39	33252	ZZ	CRIT READING &amp; RHET	SEM	SEWARD S.	8	11	2	0	2	0	0
2018to19	Spring	WRITING	39	33250	XX	CRIT READING &amp; RHET	SEM	ALLEN E.	6	11	2	0	0	2	0
2018to19	Spring	WRITING	39	33246	TT	CRIT READING &amp; RHET	SEM	ALLEN E.	7	9	2	0	1	3	0
2018to19	Spring	WRITING	39	33245	SS	CRIT READING &amp; RHET	SEM	ALLEN E.	6	8	0	0	2	1	1
2018to19	Spring	WRITING	39	33244	RR	CRIT READING &amp; RHET	SEM	ELLIS T.	8	8	2	0	1	2	0
2018to19	Spring	WRITING	39	33243	QQ	CRIT READING &amp; RHET	SEM	ALLEN E.	10	4	0	0	2	6	1
2018to19	Spring	WRITING	39	33239	MM	CRIT READING &amp; RHET	SEM	ALLEN E.	11	9	1	0	1	0	0
2018to19	Spring	WRITING	39	33238	LL	CRIT READING &amp; RHET	SEM	CHIENG C.	4	6	5	0	0	6	1
2018to19	Spring	WRITING	39	33237	KK	CRIT READING &amp; RHET	SEM	CHIENG C.	8	5	4	0	0	5	1
2018to19	Spring	WRITING	39	33236	JJ	CRIT READING &amp; RHET	SEM	ALLEN E.	12	7	0	0	0	1	0
2018to19	Spring	WRITING	39	33233	GG	CRIT READING &amp; RHET	SEM	ALLEN E.	5	10	2	0	1	4	0
2018to19	Spring	WRITING	39	33232	FF	CRIT READING &amp; RHET	SEM	ALLEN E.	16	3	1	0	1	2	0
2018to19	Spring	WRITING	39	33231	EE	CRIT READING &amp; RHET	SEM	ALLEN E.	6	11	2	0	0	3	0
2018to19	Spring	WRITING	39	33230	DD	CRIT READING &amp; RHET	SEM	DANNER K.	6	9	5	0	0	0	0
2018to19	Spring	WRITING	39	33225	Y	CRIT READING &amp; RHET	SEM	ALLEN E.	10	11	0	0	0	1	0
2018to19	Spring	WRITING	39	33223	W	CRIT READING &amp; RHET	SEM	SHORT G.	5	12	4	0	0	0	0
2018to19	Spring	WRITING	39	33222	V	CRIT READING &amp; RHET	SEM	ALLEN E.	13	8	0	0	1	1	0
2018to19	Spring	WRITING	39	33221	U	CRIT READING &amp; RHET	SEM	ALLEN E.	14	5	1	0	1	1	0
2018to19	Spring	WRITING	39	33219	S	CRIT READING &amp; RHET	SEM	KIKLOWICZ D.	5	8	2	0	0	8	0
2018to19	Spring	WRITING	39	33218	R	CRIT READING &amp; RHET	SEM	KIKLOWICZ D.	2	10	2	0	3	5	0
2018to19	Spring	WRITING	39	33217	Q	CRIT READING &amp; RHET	SEM	ALLEN E.	7	6	1	1	1	7	0
2018to19	Spring	WRITING	39	33216	P	CRIT READING &amp; RHET	SEM	ALLEN E.	9	4	1	0	2	4	0
2018to19	Spring	WRITING	39	33215	O	CRIT READING &amp; RHET	SEM	LEE J.	10	10	1	0	0	2	0
2018to19	Spring	WRITING	39	33214	N	CRIT READING &amp; RHET	SEM	LEE J.	10	6	2	0	1	3	0
2018to19	Spring	WRITING	39	33213	M	CRIT READING &amp; RHET	SEM	DELANY-ULLMAN L.	1	11	3	0	2	2	0
2018to19	Spring	WRITING	39	33212	L	CRIT READING &amp; RHET	SEM	DELANY-ULLMAN L.	4	13	0	0	0	1	0
2018to19	Spring	WRITING	39	33210	J	CRIT READING &amp; RHET	SEM	ALLEN E.	8	12	0	0	1	2	0
2018to19	Spring	WRITING	39	33207	G	CRIT READING &amp; RHET	SEM	ALLEN E.	7	9	3	0	0	1	2
2018to19	Spring	WRITING	39	33206	F	CRIT READING &amp; RHET	SEM	ALLEN E.	10	9	1	0	2	1	0
2018to19	Spring	WRITING	39	33205	E	CRIT READING &amp; RHET	SEM	ALLEN E.	11	11	1	0	0	0	0
2018to19	Spring	WRITING	39	33204	D	CRIT READING &amp; RHET	SEM	ALLEN E.	4	10	5	0	1	2	0
2018to19	Spring	WRITING	39	33201	A	CRIT READING &amp; RHET	SEM	ALLEN E.	4	3	5	0	1	1	0
2018to19	Spring	WRITING	39	33157	D	INTR WRT/RHET &amp; LAB	SEM	LEWIN K.	11	3	0	1	0	0	0
2018to19	Spring	WRITING	39	33155	C	INTR WRT/RHET &amp; LAB	SEM	LEWIN K.	13	2	0	0	0	0	0
2018to19	Spring	WRITING	39	33153	B	INTR WRT/RHET &amp; LAB	SEM	ALLEN B.	5	5	3	0	0	0	0
2018to19	Spring	WRITING	39	33151	A	INTR WRT/RHET &amp; LAB	SEM	LEWIN K.	4	6	5	0	0	0	0
2018to19	Spring	WRITING	39	33102	PP	INTRO WRTNG &amp; RHET	SEM	KAMINSKI L.	2	7	1	2	1	0	0
2018to19	Spring	WRITING	39	33101	OO	INTRO WRTNG &amp; RHET	SEM	KAMINSKI L.	2	5	2	0	1	0	0
2018to19	Spring	WRITING	39	33100	NN	INTRO WRTNG &amp; RHET	SEM	BRAUER ROGERS E.	5	4	2	0	3	0	0
2018to19	Spring	WRITING	39	33096	JJ	INTRO WRTNG &amp; RHET	SEM	LEWIN K.	4	8	7	1	0	0	0
2018to19	Spring	WRITING	39	33092	FF	INTRO WRTNG &amp; RHET	SEM	ANDREASEN M.	4	12	4	0	0	0	0
2018to19	Spring	WRITING	39	33091	EE	INTRO WRTNG &amp; RHET	SEM	ANDREASEN M.	4	12	3	0	0	0	0
2018to19	Spring	WRITING	39	33090	DD	INTRO WRTNG &amp; RHET	SEM	ANDREASEN M.	2	17	1	0	0	0	0
2018to19	Spring	WRITING	39	33083	W	INTRO WRTNG &amp; RHET	SEM	MCCLURE G.	6	12	1	0	0	0	0
2018to19	Spring	WRITING	39	33082	V	INTRO WRTNG &amp; RHET	SEM	MCCLURE G.	7	9	2	0	1	0	0
2018to19	Spring	WRITING	39	33081	U	INTRO WRTNG &amp; RHET	SEM	GULLABA A.	6	7	4	0	3	0	0
2018to19	Spring	WRITING	39	33080	T	INTRO WRTNG &amp; RHET	SEM	GULLABA A.	7	7	5	0	0	0	0
2018to19	Spring	WRITING	39	33079	S	INTRO WRTNG &amp; RHET	SEM	LEWIN K.	2	5	6	1	3	0	0
2018to19	Spring	WRITING	39	33078	R	INTRO WRTNG &amp; RHET	SEM	LEWIN K.	4	7	5	0	0	0	0
2018to19	Spring	WRITING	39	33077	Q	INTRO WRTNG &amp; RHET	SEM	LEWIN K.	2	6	3	0	3	0	0
2018to19	Spring	WRITING	39	33074	N	INTRO WRTNG &amp; RHET	SEM	EASON K.	2	11	6	0	0	0	0
2018to19	Spring	WRITING	39	33073	M	INTRO WRTNG &amp; RHET	SEM	EASON K.	3	14	3	0	0	0	0
2018to19	Spring	WRITING	39	33072	L	INTRO WRTNG &amp; RHET	SEM	LEWIN K.	3	13	4	0	0	0	0
2018to19	Spring	WRITING	39	33069	I	INTRO WRTNG &amp; RHET	SEM	LEWIN K.	8	6	1	0	3	0	0
2018to19	Spring	WRITING	39	33068	H	INTRO WRTNG &amp; RHET	SEM	SIMS R.	3	12	2	0	0	0	0
2018to19	Spring	WRITING	39	33067	G	INTRO WRTNG &amp; RHET	SEM	SIMS R.	2	4	7	0	0	0	0
2018to19	Spring	WRITING	39	33066	F	INTRO WRTNG &amp; RHET	SEM	LEWIN K.	5	12	3	0	0	0	0
2018to19	Spring	WRITING	39	33065	E	INTRO WRTNG &amp; RHET	SEM	LEWIN K.	7	7	6	0	0	0	0
2018to19	Spring	WRITING	39	33064	D	INTRO WRTNG &amp; RHET	SEM	MCKAY L.	6	6	5	1	1	0	0
2018to19	Spring	WRITING	39	33063	C	INTRO WRTNG &amp; RHET	SEM	MCKAY L.	6	9	2	0	2	0	0
2018to19	Spring	WRITING	39	33062	B	INTRO WRTNG &amp; RHET	SEM	LANGDON L.	2	9	8	0	0	0	0
2018to19	Spring	WRITING	39	33061	A	INTRO WRTNG &amp; RHET	SEM	LANGDON L.	4	10	4	0	1	0	0
2018to19	Spring	WRITING	37	33047	B	INTENSIVE WRITING	SEM	FISCHER A.	8	3	3	0	0	0	0
2018to19	Spring	WRITING	37	33046	A	INTENSIVE WRITING	SEM	FISCHER A.	5	4	4	1	0	0	0
2018to19	Spring	WRITING	31	33040	F	BEG FICTION WRITING	SEM	LATIOLAIS P.	14	2	0	0	0	0	0
2018to19	Spring	WRITING	31	33038	E	BEG FICTION WRITING	SEM	LATIOLAIS P.	10	3	2	0	0	0	0
2018to19	Spring	WRITING	31	33036	D	BEG FICTION WRITING	SEM	LATIOLAIS P.	8	4	1	0	1	0	0
2018to19	Spring	WRITING	31	33034	C	BEG FICTION WRITING	SEM	LATIOLAIS P.	6	6	0	0	1	2	0
2018to19	Spring	WRITING	31	33032	B	BEG FICTION WRITING	SEM	LATIOLAIS P.	8	6	0	0	0	2	0
2018to19	Spring	WRITING	31	33030	A	BEG FICTION WRITING	SEM	LATIOLAIS P.	4	10	0	0	0	0	0
2018to19	Spring	WRITING	30	33020	F	BEG POETRY WRITING	SEM	DAVIS S.	10	4	0	0	0	0	0
2018to19	Spring	WRITING	30	33018	E	BEG POETRY WRITING	SEM	DAVIS S.	13	0	0	0	0	3	0
2018to19	Spring	WRITING	30	33016	D	BEG POETRY WRITING	SEM	DAVIS S.	8	6	1	0	1	0	0
2018to19	Spring	WRITING	30	33014	C	BEG POETRY WRITING	SEM	DAVIS S.	9	6	0	0	0	0	0
2018to19	Spring	WRITING	30	33012	B	BEG POETRY WRITING	SEM	DAVIS S.	11	2	0	0	1	1	0
2018to19	Spring	WRITING	30	33010	A	BEG POETRY WRITING	SEM	DAVIS S.	9	7	0	0	0	0	0
2018to19	Spring	VIETMSE	2	32430	A	INTERMEDIATE	LEC	TRAN T.	9	4	2	0	1	0	0
2018to19	Spring	VIETMSE	1	32410	A	FUNDAMENTALS	LEC	TRAN T.	7	11	2	0	0	0	0
2018to19	Spring	UPPP	155	53210	A	URBN DESIGN PRINCIP	LEC	GARDE A.	38	32	3	0	3	0	1
2018to19	Spring	UPPP	153	53200	A	ELEMENTS ENV DESIGN	LEC	MAZUMDAR S.	17	6	1	0	0	0	0
2018to19	Spring	UPPP	133	53170	A	ENV LAW &amp; POLICY	LEC	MARANTZ N.	18	8	1	0	1	1	0
2018to19	Spring	UPPP	132	53160	A	SUSTAINABILITY II	LEC	SCHWEITZER J.	41	11	0	0	0	0	0
2018to19	Spring	UPPP	115	53120	A	GLBL POV &amp; INEQULTY	LEC	MATTHEW R.	70	20	4	2	3	6	2
2018to19	Spring	UPPP	112	53100	A	FOUNDATNS COMM HLTH	LEC	BRUCKNER T.	4	20	12	4	2	2	0
2018to19	Spring	UPPP	107	53070	A	URBAN&amp;REGIONL PLAN	LEC	HOOPER A.	59	4	0	2	2	0	0
2018to19	Spring	UPPP	103	53064	A	COMP URBANIZATION	LEC	PIPKIN S.	18	11	5	0	1	1	0
2018to19	Spring	UPPP	100	53050	C	CITIES GLOBAL SOUTH	LEC	KIM H.	13	6	1	1	0	2	0
2018to19	Spring	UPPP	100	53049	B	INTRODUCTION TO GIS	LEC	NATEKAL A.	20	11	1	0	2	1	0
2018to19	Spring	UPPP	100	53048	A	CLIMATE SOLUTIONS	LEC	DAVIS S.	9	6	3	0	0	0	0
2018to19	Spring	UPPP	30	53030	A	CITIES SUSTAIN II	SEM	DAVIS S.	22	1	0	0	0	0	0
2018to19	Spring	UPPP	5	53010	A	INTRO PLAN &amp; POLICY	LEC	WONG K.	52	35	13	7	1	3	2
2018to19	Spring	UPPP	4	53000	A	INTRO URBAN STUDIES	LEC	TORRES R.	375	13	2	0	1	6	0
2018to19	Spring	UCDC	170	86310	A	WASH DC INTERNSHIP	FLD	PARKS S.	0	0	0	0	0	23	0
2018to19	Spring	STU AFF	1	86920	GG	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	14	0
2018to19	Spring	STU AFF	1	86910	FF	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	52	6
2018to19	Spring	STU AFF	1	86900	EE	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	22	0
2018to19	Spring	STU AFF	1	86890	DD	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	69	0
2018to19	Spring	STU AFF	1	86870	BB	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	18	0
2018to19	Spring	STU AFF	1	86770	Y	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	49	0
2018to19	Spring	STU AFF	1	86740	X	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	10	1
2018to19	Spring	STU AFF	1	86730	W	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	30	2
2018to19	Spring	STU AFF	1	86710	U	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	11	0
2018to19	Spring	STU AFF	1	86690	S	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	9	1
2018to19	Spring	STU AFF	1	86680	R	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	14	0
2018to19	Spring	STU AFF	1	86670	Q	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	14	1
2018to19	Spring	STU AFF	1	86660	Q	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	10	1
2018to19	Spring	STU AFF	1	86650	P	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	9	2
2018to19	Spring	STU AFF	1	86640	O	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	13	0
2018to19	Spring	STU AFF	1	86630	N	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	13	3
2018to19	Spring	STU AFF	1	86620	M	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	12	0
2018to19	Spring	STU AFF	1	86610	L	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	43	0
2018to19	Spring	STU AFF	1	86600	K	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	25	0
2018to19	Spring	STU AFF	1	86580	I	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	10	0
2018to19	Spring	STU AFF	1	86530	D	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	24	0
2018to19	Spring	STU AFF	1	86520	C	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	15	0
2018to19	Spring	STU AFF	1	86500	A	STUDT PARTICIPATION	LEC	TALESH R.	0	0	0	0	0	10	0
